id,question
173943183,"Is there a specific developer or team responsible for the game, and how can I get in touch with them?"
173943183,"What are the game modes that are most affected by the issues mentioned in the review, and can they be fixed by the community or is it solely the developer's responsibility?"
173942015,What graphics improvements can I expect from CSGO 2 compared to previous versions?
173942015,"Are there new game modes or playlists in CSGO 2, or is it more of the same?"
173942015,"How has the matchmaking system changed in CSGO 2, and how do I take advantage of it?"
173942015,Are the new maps and environments in CSGO 2 designed to address issues with navigation and player movement?
173942015,Is CSGO 2 worth upgrading to if I already own the original game?
173940999,Are there any plans to improve the game's performance and make it as smooth as CSGO?
173940999,How does the game handle cheaters and will a new VAC 3.0 solve the problem?
173940999,Is the game still regularly updated with new content and events?
173940999,"Are there any differences in gameplay mechanics compared to CSGO, or is it the same gameplay experience?"
173940999,Can I expect to play a large player base and competitive matches in this game?
173940575,"What are the premier levels like, and how do they affect the world leader-board?"
173940575,Are there any technical issues or performance problems that players should be aware of?
173940575,"Can players obtain a wide variety of cosmetic items, or is it limited to just a few options?"
173940575,"Is there a single-player mode or offline experience available, or is the game only playable online?"
173940575,"Why does the game offer weekly rewards, and are there any requirements to obtain these rewards?"
172759133,"What type of combat can I expect in this game, if it's not like Soulsborne games?"
172759133,How does the combat responsiveness compare to other action-adventure games?
172759133,"Are there any performance issues or crashes, or does the game run smoothly?"
172759133,What kind of visual fidelity can I expect from the game?
172759133,Are there any plans for future content updates or new game modes?
173275974,"Is the game plagued by frequent bugs and technical issues, as mentioned in the review?"
173275974,"How does the game's performance impact the overall gaming experience, according to the reviewer?"
173275974,Are there any significant differences in content or game modes between the game's release and its future updates?
173275974,"Are the CGs (cutscenes) skippable or can they be toggled off during gameplay, given their importance to the game's art?"
173275974,"Will the developers prioritize gameplay optimization over bug fixing in future updates, as the reviewer suggests?"
172497971,Is the game available for PC or console?
172497971,Can I play the game with a controller or is the game designed for keyboard and mouse?
172497971,What is the recommended hardware configuration for the game?
172497971,Is the game's story and narrative enjoyable?
172497971,Are there any reported technical issues or bugs in the game?
172963020,"Is the game a souls-like, and what should I expect from the gameplay?"
172963020,"How does the combat system work, and is it satisfying?"
172963020,"Are there any limitations to exploration in the game, and what about climbing?"
172963020,What kind of hardware do I need to play the game at a good framerate?
172963020,Are there any significant story spoilers or plot twists that I should be aware of?
173283271,"What is the scope of the game's world and content, and is it designed to be explorable and expansive?"
173283271,"How important is character development and NPC interactions in the game, and what kind of benefits can players expect from engaging with them?"
173283271,"What are the system requirements for playing the game, and are there any known technical issues or performance problems that players should be aware of?"
173283271,"Are there plans for post-launch DLC or expansions, and if so, what kind of content can players expect?"
173283271,"Is the game's difficulty level similar to Elden Ring and Sekiro, and are there multiple playable characters or classes available?"
173169215,"Is this game similar to Souls-like games, and if so, what are the main differences?"
173169215,What is the game's story and writing like?
173169215,Are there any graphics settings that can be adjusted?
173169215,"Is the game's level design open and explorable, or are there restrictions?"
173169215,Are there any plans for post-launch content or DLC?
173393327,Is the game's RPG elements and combat mechanics deep and engaging?
173393327,Is the game's storyline and lore well-developed and immersive?
173393327,Will the lack of terrain climbing mechanics be a major drawback for some players?
173393327,Are there any multiple playable modes or difficulties in the game?
173393327,Are there any plans for a sequel or additional content updates for the game?
173139776,"What is the game's story about, considering it's based on Chinese mythology?"
173139776,Are there any plans for additional content or post-launch support for the game?
173139776,"How does the combat system work, and are there any strategies for defeating difficult enemies?"
173139776,"Can I resell or trade items with other players, or is the game intended for single-player only?"
173139776,"What kind of tweaking is required to run the game on less powerful hardware, and are there any known performance issues?"
172912168,What is the gameplay loop like in this game?
172912168,Can I play this game without prior knowledge of Chinese mythology?
172912168,Is there a level cap and how is character respec-ing handled?
172912168,How complex are the character skills and attributes in this game?
172912168,Are there any technical issues or performance problems with the game?
173371872,What are the PC requirements needed to run this game?
173371872,How challenging is the game and is it recommended for beginners?
173371872,What kind of grind can I expect in this game and is it worth it?
173371872,Is the game worth the price and are there any sales or discounts available?
173371872,Are there any major bugs or issues with the game that players should be aware of?
173930641,What are the system requirements for the game? Can it run on a potato PC?
173930641,"Is the game's visual experience stunning, or did it disappoint?"
173930641,"Is the difficulty curve too much, or is it well-balanced?"
173930641,"How important is grinding in the game, and is it suitable for players who don't care about 100% completion?"
173930641,"What are the primary criticisms of the game's story, and is it a deciding factor in playing the game or not?"
172523469,"What type of game is this, similar to what other popular games?"
172523469,"What are some of the game's limitations, such as the lack of direction?"
172523469,Does the game have any technical issues or performance problems?
172523469,Can I expect any surprises or surprises in the storyline?
172523469,Are there any unique features or mechanics in the game that set it apart from others in the same genre?
172740645,Will the game have English language support for players who don't speak Chinese?
172740645,"How does the game compare to other action-adventure games like God of War, Sekiro, and Devil May Cry?"
172740645,Is prior knowledge of Chinese culture or traditional stories necessary to play the game?
172740645,"Will I see diverse characters in the game, including people of different races and sexualities?"
172740645,Are there any concerns about political messages or themes in the game?
173032170,"What are the PC requirements for the game, and will they be suitable for most players?"
173032170,How does the game's music and sound effects contribute to its overall experience?
173032170,"Is the game's storyline substantial or limited, and does it play a crucial role in the gameplay?"
173032170,"How does the game's grind system fit into its overall design, and is it necessary to progress?"
173032170,"Is the game prone to bugs and technical issues, and how does the developer handle these problems?"
173069078,Are there plans for a future update to include an in-game map or navigation system?
173069078,"How challenging can players expect the boss fights to be, and are there different difficulty levels available?"
173069078,"What is the overall art style of the game, and are there any notable visual effects or details that players should be aware of?"
173069078,"Is the music a static soundtrack or dynamic, and will there be any additional tracks or remixes added in the future?"
173069078,"Are there any plans for post-launch content or updates, such as new game modes or levels?"
172773867,What are the system requirements for running the game?
172773867,Is the game's size a significant concern for players with lower-end hardware?
172773867,"How challenging is the game, and is it suitable for players who want a good brain workout?"
172773867,"Does the game require players to grind to progress, and if so, how much?"
172773867,"What kind of story or lore can players expect from the game, and is it any good?"
173977681,Will the game have an open world to explore?
173977681,Will I have to use a map to navigate through the game?
173977681,How varied are the boss fights and enemies in the game?
173977681,"Will the game include diversity and inclusion themes, if so, how?"
173977681,Are there different game modes or builds that I can create and play with?
172503484,What technical issues might I encounter while playing the game?
172503484,Will the game still run smoothly with older graphic cards?
172503484,Is -dx12 a default setting or an optional tweak I can use?
172503484,"Can I avoid crashes and stuttering altogether, or is this a temporary fix?"
172503484,Are there any other performance-related issues I should be aware of before playing?
173305078,What hardware requirements should I have to run the game smoothly?
173305078,Are there any current technical issues with the game that I should be aware of?
173305078,What kind of story and setting can I expect in the game?
173305078,"Is the combat system worth investing time in, or is it just okay?"
173305078,Are there any multiplayer or co-op options available in the game?
172736718,"What is the game's approach to storytelling, and will I miss the open-world features I'm used to?"
172736718,"How does the game's combat system work, and are the camera movements and hitboxes problematic?"
172736718,"What kind of content can I expect from the game's localization, and are there any notable issues with it?"
172736718,"Is the game's linearity a plus or minus, and are there any choices or branching storylines?"
172736718,"What is the game's connection to Journey to the West and Chinese mythology, and how does it incorporate these elements?"
173241983,How does the game's combat system evolve and become a 'crazy mixture of everything'?
173241983,Are the secrets scattered throughout the game optional or part of the main storyline?
173241983,Can the game be played on lower-end hardware or does it require a powerful PC?
173241983,How would you compare the game's scope and variety to Elden Ring?
173241983,Are there any notable differences between the first and second chapters of the game?
173547249,questions
173352162,"What kind of performance issues has the game experienced, and is it likely to be addressed by the developers?"
173352162,"Can I expect frequent crashes, and are there any known workarounds?"
173352162,"Is the game's graphical quality consistent, or do textures sometimes not load properly?"
173352162,Are there any noticeable differences in the game experience depending on the pace at which I play?
173352162,"Is the game's focus on storytelling and atmosphere unique, and are there any other games like it?"
172517304,Will I lose XP or progress if I die in the game?
172517304,How does the game's combat mechanics compare to God of War and Devil May Cry?
172517304,Will I experience any technical issues like stuttering or crashes?
172517304,Are there any cinematic graphics settings that can make the game run smoother?
172517304,Is the 7-year wait for the game's release justified considering its quality and optimization?
172496301,Is the game plagued by crashing issues and how do I fix them?
172496301,"What kind of technical support is available for the game, especially for common problems like crashing?"
172496301,"Can the game run smoothly on lower-end systems, or does it require high-performance hardware?"
172496301,"Are there any plans to improve the game's stability and crash fix, and if so, what is the expected timeline?"
172496301,"Are there different game modes or levels to play, or is it a linear single-player experience?"
173226976,What are the key similarities and differences between the game and Souls-like games?
173226976,How does the game's combat system compare to God of War?
173226976,Are there any planned DLCs or expansions for the game?
173226976,Were there any technical issues or bugs experienced during playthrough?
173226976,Can I play the game on my low-end PC since it's not an Ubsoft game?
173282296,What is the game's recommended system requirements to ensure smooth performance?
173282296,Is there a multiplayer mode or do players play through the game solo?
173282296,Can I earn any unique rewards or bonuses for playing as a specific character or team?
173282296,Are there any plans for future updates or new content added to the game?
173282296,Will players be able to change the game's graphics settings for lower-end hardware or customization purposes?
172994174,How does the game's combat system work?
172994174,Are there any technical issues or performance problems with the game?
172994174,What kind of variety can I expect in terms of builds and character development?
172994174,Are the game's hidden secrets and side quests significant or just a handful?
172994174,Is there any replay value or freedom to explore the game's world beyond the main storyline?
172534143,What is the game's combat style and difficulty level?
172534143,Can players expect large-scale battles and epic fights in the game?
172534143,How does the game's story and narrative relate to Chinese folklore and mythology?
172534143,"Are there any issues with the game's technical performance, such as lag or bugs?"
172534143,Does the game's focus on mythological themes and characters lead to a lack of diversity and inclusion in other aspects of the game?
172599531,What is the game's performance like on various hardware configurations?
172599531,Can you survive in the game with limited mobility?
172599531,Are there any plans to add more game modes in the future?
172599531,How does the game's combat system differ from other action-adventure games like God of War?
172599531,Will the game have regular updates to address community concerns and add new content?
173050823,questions
172494853,Will I need a powerful GPU to play this game with Ray Tracing turned on?
172494853,"How does the game's performance change in later chapters, and what adjustments can I make to maintain a smooth framerate?"
172494853,"What type of content can I expect to find in the game, such as exploration, secrets, and enemies?"
172494853,"Is it possible to keep my progress in New Game+, including earned items and enemies?"
172494853,Will I need to make any compromises on graphics settings if I'm running lower-end hardware?
172866066,Are there any plans to fix the gameplay issues such as FPS drops and bugs that the reviewer experienced?
172866066,"How does the game's map design impact the player experience, and are there any plans for future adjustments?"
172866066,"What are the strengths of the game's sense of hit and plot, and are there any notable exceptions?"
172866066,"How does the reviewer think the community should interact with the developers, and are there any specific examples they draw from other games like Genshin Impact?"
172866066,"Is the game worth playing for fans of Chinese games, and are there any unique aspects to the game's setting or story?"
172863442,What are the current technical issues with the game that prevent it from being perfect?
172863442,How does the game balance compare to other games in the same genre?
172863442,"Are there any plans to add more content to the game, such as new storylines or characters?"
172863442,Can players expect to see more games based on different mythologies and mythological stories?
172863442,"Does the game support multiple languages, including Chinese and English, and are there any plans to add more languages in the future?"
172516848,What kind of technical issues did you experience during your playthrough?
172516848,"How would you describe the visual style and graphics of the game, particularly the environments and characters?"
172516848,"What was the duration of the game, and were there multiple endings or paths to follow?"
172516848,"How did the game's narrative and storytelling unfold, and was it engaging?"
172516848,"Why did the reviewer's response to the game's ending make them drop the controller, and is that a common reaction among players?"
173348995,What is the general difficulty level of the game? Are there different difficulty settings?
173348995,"Will the game run smoothly on my computer, given the graphics it boasts?"
173348995,Can I customize the gameplay experience in any way?
173348995,Are there any references to specific Chinese mythologies I can learn from?
173348995,Are there plans for regular updates or new content to be released in the future?
173216155,What kind of input delay and non-registration issues have you experienced in the game?
173216155,How affects the gameplay and overall experience these technical issues?
173216155,Are there any planned updates or patches from the developer to address these technical issues?
173216155,Are there different game modes or playstyles that might not be affected by these input issues?
173216155,Has the game improved in terms of performance or responsiveness since its release?
172825148,Is there a scene map provided in the game to help players navigate and explore?
172825148,"Will the game difficulty be adjustable, or will I have to tough it out and work my way through?"
172825148,"How will I know what skills the boss is using, and how can I avoid them?"
172825148,Are there plans to add subtitles or translation options for non-Chinese players?
172825148,"Can I pause mid-cutscene to catch my breath or switch settings, or are they unskippable?"
173226520,What are the system requirements for playing Monke?
173226520,Is there any performance optimization planned for future updates to improve the game's framerate?
173226520,What types of game modes and multiplayer features are available in Monke?
173226520,Why did the developers choose to focus on gameplay over storyline in Monke?
173226520,Are there any plans to add more content or maps to the game in the future?
172736214,"What are the system requirements for the game, especially for enabling ray tracing?"
172736214,"How does the game's difficulty curve work, and are there any spikes or sudden changes?"
172736214,"Is the game suitable for players who are new to the Souls-like genre, or is it targeted at experienced players?"
172736214,"Can you play the game in co-op mode, or is it a single-player only experience?"
172736214,Are there any plans for future updates or expansions for the game?
173090243,What is the significance of the demo's hairy wolf in the overall game?
173090243,Will the game's challenging difficulty and boss fights require strategies unique to the Souls-like genre?
173090243,How does the game's performance change with higher graphics settings and RT enabled?
173090243,Are there any notable differences in the game's environment or atmosphere compared to the Souls-like genre?
173090243,"Will the game receive future updates or content additions, and if so, what can players expect?"
172789390,questions
173030926,"What is the gameplay like, and is it as shallow as the reviewer initially thought?"
173030926,Are there any notable differences between this game and other action-adventure games like God of War?
173030926,"Is the game's levelling system as overpowered as the reviewer mentioned, and are there ways to challenge the player?"
173030926,"How much of the game's content is actually hidden, and are there any tips for finding it?"
173030926,Have there been any updates or patches to fix issues like invisible walls and the sharpening feature on FSR?
173497057,Is this game suitable for players who want to dedicate a lot of time to play without interruptions?
173497057,How does the game's difficulty curve work and are there any difficulty spikes in the game?
173497057,Are there any technical issues or performance problems with the game?
173497057,Can you customize your character's skills and abilities as you progress through the game?
173497057,How many boss battles does the game have and how challenging are they?
174031774,"Q1: Does the game run smoothly, or are there any technical issues that might affect the gameplay experience?"
174031774,"Q2: Can you explain the difference between the art direction and the level design, and how they impact the game's overall feel?"
174031774,"Q3: How does the game's combat system work, and are there any suggestions for improvement?"
174031774,"Q4: Without knowing the Journey to the West classic novel, will the plot still be enjoyable, or is it essential to have prior knowledge before playing?"
174031774,"Q5: Are there any multiplayer or cooperative features in the game, or is it a single-player-only experience?"
172986240,What is the game's storyline about?
172986240,Will I enjoy the game if I'm not familiar with Chinese culture?
172986240,Are there any technical issues or performance problems with the game?
172986240,How does the game's narrative delivery differ from Western games?
172986240,What types of game modes or content can I expect to play in the game?
172574255,What are the system requirements for playing this game on PC?
172574255,Is the game suitable for players under 13 years old?
172574255,"How big is the game's file size, and is it recommended to install it on an SSD?"
172574255,"How challenging is the game, and can I expect a grindy experience?"
172574255,"Does the game have a story, and what is its playtime?"
172618096,What are the minimum system requirements to run this game smoothly?
172618096,Is the game available in multiple languages or only in Chinese as indicated by the quote?
172618096,What type of monsters and game modes can I expect in the game?
172618096,Are there any plans for future updates or new content in the game?
172618096,What kind of support does the developer offer for players experiencing technical issues?
172569116,"Are there any known issues with the game's AI, particularly with regards to boss fights?"
172569116,How does the game's performance impact the overall gameplay experience?
172569116,Are there any plans for future patches or updates to address issues with the game?
172569116,Can I expect to encounter similar technical problems to those mentioned in this review?
172569116,How does the game handle language settings and potential character encoding issues?
173038288,"How is the difficulty curve in the game, and will I struggle to progress through the story?"
173038288,Is the game's punishing difficulty attributed to Souls-like mechanics or are there other factors at play?
173038288,"What is the quality of the game's story and narrative, and are there any memorable moments or characters?"
173038288,Are there any technical issues or performance problems that you experienced during gameplay?
173038288,"What kind of content can players expect to get from the game, and are there any plans for future updates or DLC?"
173382637,Can the game's performance be improved with better hardware? Is there a performance impact on lower-end PCs?
173382637,What kind of side quests and NPCs can players expect to encounter during their game progress?
173382637,Is it necessary to complete main chapters before enjoying the game or are side quests and exploration available throughout?
173382637,"Are there any current or planned DLCs for the game, and will they address some of the technical issues discussed?"
173382637,"How does the game hold up in terms of content and replay value, and are there any notable features that set it apart from similar games?"
172731398,"What are the system requirements to run the game smoothly, like the reviewer's RX 7900 XTX?"
172731398,Are there any plans to fix the reported crashes and bugs for AMD users?
172731398,How does the game's performance hold up on lower-end hardware or laptops?
172731398,What are the different game modes or levels of difficulty in Black Myth: Wukong?
172731398,Are there any plans for new content or updates to the game after its initial release?
172970184,What is the overall quality of the game's graphics?
172970184,Can I play the game on Steam Deck without any issues?
172970184,"How does the death system work, particularly with regard to skill tree resets?"
172970184,Are there any noticeable performance issues or lag in the game?
172970184,What is the content and variety of game modes available in the game?
173234853,How stable is the game in terms of performance and will it crash frequently?
173234853,What kind of storyline can players expect in the game and is it considered a good introduction to the game's universe?
173234853,"Are there any plans for additional content or updates to the game, despite its initial stability?"
173234853,What types of game modes or playstyles can players expect to experience in the game?
173234853,Are there any notable technical features or mechanics that set the game apart from others in the same genre?
173237790,What are the technical requirements for running this game?
173237790,"Is the game only composed of boss fights, or are there other gameplay mechanics?"
173237790,Is the game's linearity a limitation or a deliberate design choice?
173237790,"Are there any plans to release additional content, such as new explorable areas?"
173237790,"Is the unique combat mechanics only used in boss fights, or are there other ways to engage in combat in the game?"
172527457,"What is the minimum system requirement to run the game smoothly, considering the performance issues mentioned in the review?"
172527457,"Why does the game suffer from blurry visuals and camera transitions, and is there a solution to improve this?"
172527457,"Are the lighting issues in caves and some areas a bug or a design choice, and will the developers address this?"
172527457,"Are there plans to add more enemy variety and boss battles in future updates, and if so, when can we expect these?"
172527457,"Is the stuttering issue present in all game modes or is it specific to a particular mode, and are there any workarounds to mitigate this issue?"
172736627,What are the technical issues with the level design in the game?
172736627,Are there any plans to improve the combat mechanics and reduce the delay on heavy attacks?
172736627,Is there a map or minimap available to help navigate through the levels?
172736627,"How is the story presented in the game, and can it be enjoyed without prior knowledge of the book?"
172736627,Has the developer considered improving the arena designs for boss fights to make them more manageable?
173155240,What are the main problems with the combat system in the game?
173155240,Why does the game's movement and dodging feel poorly implemented?
173155240,Are there any issues with the game's level design?
173155240,How do the boss battles compare to other aspects of the game?
173155240,Are there any options to adjust the game's graphics or camera settings?
173430886,Is the game visually stunning as claimed in the review?
173430886,Does the game's combat system offer a unique blend of thrilling fights and engaging gameplay?
173430886,Is the concern about the game being 'too short' with only 15 hours of gameplay justified?
173430886,"Is the game's linear design, without an open-world feature, still an enjoyable experience?"
173430886,Are the criticisms of the game being a 'Souls-like' or 'boss rush' game merited?
173202027,What kind of exploration can I expect in the game?
173202027,Is the combat system really that bad?
173202027,Are there any mechanics in the game that make combat frustrating?
173202027,Do the bosses in the game have any weaknesses in terms of hit detection?
173202027,Is there any progress of improvement in the game's difficulty up to the 10 hour mark?
172879012,What is the storyline about and can it be understood without prior knowledge?
172879012,Are there any plans from the developers to address the performance issues mentioned in the review?
172879012,How does the game's combat system work and are there different styles or mechanics?
172879012,Is the game's visual quality consistent throughout or are there any noticeable differences?
172879012,Are there different game modes or levels of difficulty in the game?
172833093,What are the system requirements to run the game smoothly?
172833093,Can I expect to see regular updates and new content added to the game?
172833093,"Is there a specific goal or objective to achieve in the game, or is it more free-roaming?"
172833093,How does the game's sound design and environment come together to create an immersive experience?
172833093,Can I play the game in different modes or difficulties? Is there co-op or multiplayer?
173038052,Are the graphics in the game designed to cause photosensitive seizures?
173038052,Does the game have any adjustable graphic settings?
173038052,Is there a warning or disclosure about potential seizure triggers in the game?
173038052,Will the developer consider implementing features to alleviate this issue?
173038052,Are there any plans for future updates to address this concern?
172917118,What are the common technical issues or bugs players may experience in the game?
172917118,"Is the game's performance generally good, or are there any notable issues?"
172917118,"What can players expect in terms of the game's content, including story and gameplay?"
172917118,Are there any alternative game modes or playstyles beyond the usual combat and boss battles?
172917118,Did the developer make any notable design choices that may be off-putting to some players?
172495219,What type of controller support does the game offer?
172495219,Is the game compatible with DualseNSE CONTROLLER?
172495219,How do you adjust the glyphs to fit different controllers?
172495219,Are there any limitations or glitches with the controller support?
172495219,Will the game receive further updates to improve the controller support experience?
172986180,"What are the system requirements for the game to run smoothly, considering the reviewer experienced some frame drops and bugs?"
172986180,"Is the game just a boss rush experience, or are there any other game modes or features available?"
172986180,"Are the graphic glitches and bugs fixed in any updates, and are they likely to be addressed in the future?"
172986180,"Is the game's skill tree and progression system designed to encourage strategy and customization, or is it largely based on raw stats like attack and defense?"
172986180,"Are there any plans to add a map feature to the game, or is the game meant to be focused on the combat and boss battles?"
172729946,"Is the game actually a Soulsborne-style game, or is it a unique experience?"
172729946,What is the combat model like in this game compared to other Soulsborne games?
172729946,How does the game handle enemy aggression and boss battles?
172729946,Are there any significant differences in how the game handles communication of its intent compared to other Soulsborne games?
172729946,Does the game offer any unique features or twists to make it stand out from other Soulsborne games?
172502313,Will the game run smoothly on my computer with a lower-end graphics card?
172502313,Is there a lot of additional content available after completing the game's main story?
172502313,Are there multiple game modes or ways to play the game?
172502313,Will not being familiar with the TV show Journey to the West impact my enjoyment of the game?
172502313,Are there any noticeable technical issues or bugs that affect the gameplay experience?
173016969,What is the main game mode or playstyle in Black Myth: Wukong?
173016969,Is there any exploration or open-world elements in the game?
173016969,How does the game's leveling and item progression system work?
173016969,Are there any story or lore elements that provide context for the boss fights?
173016969,Is the game suitable for players who prefer a more narrative-driven experience?
172775187,"Is the game's story deeply rooted in the original Journey to the West story, or can players still enjoy it without prior knowledge?"
172775187,"What are the options for customizing weapons and skills in the game, and how do they impact gameplay?"
172775187,Are there any difficulty options or settings to adjust the game's challenge level?
172775187,"How does the game handle camera issues during boss fights, and are there any workarounds?"
172775187,Are there any plans for future updates or patches to address the game's technical issues and improve player experience?
173274669,Are there any plans for AMD-specific optimizations to resolve the performance issues?
173274669,Have other players with Intel processors experienced similar crashes to the ones mentioned?
173274669,"What is the current content offering of the game, and will it continue to receive updates and expansions?"
173274669,Has the developer acknowledged and addressed the technical issues in recent updates or patches?
173274669,Is the game's multiplayer mode affected by the crashes and performance issues mentioned in the review?
173044516,questions
172769710,What are the system requirements needed to run the game at 4K ultra ray tracing?
172769710,Are there any known technical issues or bugs that are specific to AMD cards?
172769710,"What is the game's difficulty curve, and is it suitable for players of all skill levels?"
172769710,"What is the extent of the game's story and lore, and is it engaging?"
172769710,Are there any plans for post-launch content updates or additional game modes?
172707969,Is this a AAA game developed by a small team?
172707969,Did the game release with technical issues?
172707969,Is the game available for free or does it require a full price purchase?
172707969,Are there any microtransactions in the game?
172707969,Is the game's graphical quality consistent throughout the game world?
172897625,"Is the game's combat system complex and skill-based, or can I just button-mash my way through it?"
172897625,What are the system requirements for running the game at high settings with ray tracing and an ultrawide monitor?
172897625,"Is the game's story and lore engaging, and does it stay true to its Chinese mythological roots?"
172897625,Will the game's checkpoint system and challenging bosses make it feel like a Souls-like experience?
172897625,"Has the game's price been reduced in sales or discounts, and are there any plans for future content updates?"
173801875,Can the game's stance swapping mechanics be changed during combat?
173801875,Are there any technical issues or performance problems to be aware of when playing the game?
173801875,Are there any plans for DLC or a sequel?
173801875,How long does it take to achieve 100% completion?
173801875,Is the game's difficulty curve suitable for players who prefer a more casual experience?
173254463,"What is the game's approach to level design, and will I ever feel like I'm making progress?"
173254463,"How does the game handle camera movement, and are there any settings to improve it?"
173254463,"Can I expect a meaningful storyline or narrative in the game, and are there any cutscenes or dialogue?"
173254463,"What is the purpose of the gear progression system, and will it have a significant impact on gameplay?"
173254463,"How does the game handle difficulty spikes, and are there any options to adjust the challenge level?"
173951276,"How long does it take for the game to become tedious, and is it a slow pace or a sudden drop-off?"
173951276,Is the game's difficulty curve the main culprit for the game's decline in enjoyment?
173951276,Are there any plans for future updates or patches to address the decline in game quality?
173951276,Can you play the game in shorter sessions or is it a long-haul experience?
173951276,Are there any other games similar to this one that might be more enjoyable for the reviewer's tastes?
173450294,Are there any plans to fix the game's buggy mechanics and improve its performance?
173450294,"How does the terrain affect gameplay, and are there any plans to fix the issue where enemies can pass through it?"
173450294,"Can you give more information on the legendary item mechanic, and how it affects gameplay?"
173450294,Will the game be updated to address the clunky user interface and menu system?
173450294,Are there any plans to add more content or game modes to the game in the future?
172788147,questions
172609967,What is the game's system requirement for a high-quality performance?
172609967,Is the game a Souls-like experience or does it deviate from the genre?
172609967,What is the current state of text translation in the game?
172609967,Is the game's combat system punishing or can you play at your own pace?
172609967,How would you describe the game's pacing and storytelling?
172525440,What are the system requirements to run the game smoothly?
172525440,"How much content is available at launch, and will there be future updates?"
172525440,What are the key differences in gameplay and story between Black Myth: Wukong and other action RPGs?
172525440,Are there any known technical issues or performance problems with the game?
172525440,Will the game receive regular updates and balance changes to address any issues or balance concerns?
172513969,What does the reviewer mean by 'sweetbaby stuffs'?
172513969,What were the reviewer's expectations from the game?
172513969,What is the game's fighting system like?
172513969,Are there any technical issues or performance problems with the game?
172513969,Is the game's story or lore based on actual Chinese mythology?
172496757,Is the game compatible with RTX 4060Ti and Ryzen 5 5600G?
172496757,What is the recommended graphics setting for optimal performance?
172496757,Is the game prone to crashes and what can I do to prevent them?
172496757,"What kind of combat can I expect in the game, and how challenging are the boss fights?"
172496757,Will there be a New Game Plus mode or additional difficulty levels added to the game in the future?
173151874,Is the game's combat mechanics and variety of skills consistent with the design of games like Wo Long and Nioh 2?
173151874,How do the game's difficulty level and boss fights compare to other titles in the souls-like genre?
173151874,"Are there any technical issues or performance problems that affect gameplay, such as wonky hitboxes or poor lighting?"
173151874,"How much of the game's story is related to Journey to the West, and is there any effort to provide context for non-native Chinese players?"
173151874,"What are the most significant criticisms new players should be aware of before starting the game, and are there any plans for future updates or patches to address these issues?"
173301924,What is the game's system requirement to ensure smooth performance?
173301924,"Are there any plans to add more content, such as new storylines or characters, in future updates?"
173301924,"How does the game's difficulty level compare to other hardcore action games, and what are the most challenging aspects of the game?"
173301924,Can you explain more about the game's Buddhist horror aesthetic and how it impacts gameplay?
173301924,Are there any multiplayer or co-op features available in the game?
173946279,Will I encounter similar boundary design issues in the future if I decide to continue playing?
173946279,"Are there plans to address the boundary design flaws in the game, and if so, when can I expect a patch?"
173946279,How does the game's level design team plan to rectify the inconsistency between visual and actual game boundaries?
173946279,Are there any alternative methods to navigate levels that don't involve brute-forcing invisible walls?
173946279,Will the developers acknowledge and address the frustration caused by the lack of visual consistency and boundary design issues in their subsequent updates?
173254944,How does the game's performance handle its complex act designs and visuals?
173254944,Are the soundtrack issues limited to certain areas of the game or is it a consistent problem?
173254944,"What kind of variety can be expected in the game's boss battles, and are they all similar to the first two acts?"
173254944,"Is the game's difficulty curve consistent throughout, or does it spike/throttle at certain points?"
173254944,"What kind of support can players expect from the developer going forward, including updates and future content additions?"
172725965,questions
172521272,What is the game's inspiration from and how does it relate to the Journey to the West?
172521272,"How does the combat system compare to other action RPGs, and is it repetitive over time?"
172521272,Are there any potential technical issues or performance problems that players should be aware of?
172521272,"What is the game's visual quality like, and are the environments and character animations particularly impressive?"
172521272,"Is the game exclusively focused on the Journey to the West narrative, or is there additional content and story arcs available?"
172608003,What kind of story can I expect from this game?
172608003,Are the graphics smooth and frame rate consistent?
172608003,What types of combat mechanics are available?
172608003,Is there a multiplayer mode or is it single-player only?
172608003,Are there any plans for future updates or expansions from the developers?
173901920,What changes have been made to the combat mechanics in recent updates to address player feedback?
173901920,How do the peons' weak health and quick deaths affect the overall combat experience?
173901920,Are there any plans to introduce more creative level design or blockages in future updates?
173901920,What were the developer's goals and decisions behind the combat system's implementation?
173901920,"Has the game's performance or technical issues been addressed, and if so, what improvements have been made?"
173265173,Is the game's linear design a result of the studio's inexperience or a conscious design choice?
173265173,Are there any plans to add Open World features or expand the game's scope in the future?
173265173,How does the game's performance and graphics hold up on lower-end hardware?
173265173,Are there any plans for DLC or additional content?
173265173,What were the inspirations for the game's art style and atmosphere?
173096047,Are the fighting mechanics only suitable for players who do not have keyboard and mouse skills?
173096047,Can key bindings be customized to suit individual player preferences?
173096047,"What kind of content can be expected from the game, aside from boss fights?"
173096047,Are there specific restrictions or limitations to mouse button key mapping?
173096047,What are the developer's plans for updates or new content for the game?
172891576,Will there be future updates to address the invisible walls and improve the overall exploration experience?
172891576,"Can you provide more information on the performance issues in Chapter 2 and onwards, and are there any plans to optimize the game to improve performance?"
172891576,"How much content is typically hidden from players, and are there any tips or strategies to help find the hidden items and boss fights?"
172891576,"Can you elaborate on the inspiration behind the combat system, and are there plans to expand the moveset or add new fighting styles?"
172891576,"Are there plans to add more transformations or expand on the current abilities, and will spirits play a more significant role in the game's mechanics?"
172712924,Will the game have a minimap to help navigate the world?
